scorer,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.30,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.31,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.32,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.33,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.34,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.35,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.36,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.37,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.38,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.39,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.40,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.41,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.42,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.43,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.44,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.45,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.46,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.47,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.48,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.49,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.50,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.51,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.52,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.53,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.54,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.55,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.56,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.57,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.58,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.59
bodyparts,center,center,center,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,leftarm,leftarm,leftarm,rightarm,rightarm,rightarm,leftleg,leftleg,leftleg,rightleg,rightleg,rightleg,tail base,tail base,tail base,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
4385,846.671,491.03,1.0,948.727,551.527,1.0,908.5,496.439,1.0,891.69,548.22,1.0,,,0.0,,,0.0,,,0.0,810.789,569.287,1.0,737.927,533.925,1.0,,,0.0
4386,832.492,489.797,1.0,954.489,546.757,1.0,908.242,496.0,1.0,898.418,549.159,1.0,,,0.0,,,0.0,,,0.0,810.738,566.708,1.0,734.765,534.393,1.0,,,0.0
4387,847.781,490.976,0.9990000128746033,958.125,546.634,1.0,913.928,488.991,1.0,902.241,547.819,1.0,,,0.0,,,0.0,,,0.0,810.821,567.468,1.0,735.763,533.47,1.0,,,0.0
4388,835.226,490.38,1.0,955.652,532.956,1.0,910.208,487.759,1.0,903.066,547.657,1.0,,,0.0,,,0.0,,,0.0,811.938,568.976,1.0,737.135,532.251,1.0,,,0.0
4389,846.835,491.864,1.0,954.903,532.541,1.0,910.286,487.732,1.0,903.245,548.294,1.0,,,0.0,,,0.0,,,0.0,811.824,569.015,1.0,737.233,532.187,1.0,,,0.0
4390,846.974,490.052,1.0,951.228,531.007,1.0,905.096,480.71,1.0,902.424,544.232,1.0,,,0.0,,,0.0,,,0.0,811.838,569.094,1.0,738.453,530.398,1.0,,,0.0
4391,846.731,489.717,1.0,950.043,526.972,1.0,902.207,479.746,1.0,905.207,544.152,1.0,,,0.0,,,0.0,,,0.0,816.97,565.657,1.0,737.511,531.596,1.0,,,0.0
4392,846.654,489.477,1.0,947.882,526.357,1.0,902.173,479.692,1.0,904.833,543.984,1.0,,,0.0,,,0.0,,,0.0,816.908,565.608,1.0,737.465,531.625,1.0,,,0.0
4393,852.937,490.746,1.0,957.602,524.908,1.0,904.703,479.236,1.0,904.836,544.735,1.0,,,0.0,,,0.0,,,0.0,817.841,565.979,1.0,734.549,531.965,1.0,,,0.0
4394,845.689,489.634,0.9509999752044678,961.382,522.271,1.0,909.389,478.431,1.0,908.565,543.011,1.0,,,0.0,,,0.0,,,0.0,817.266,567.552,1.0,735.596,531.975,1.0,,,0.0
4395,850.254,489.376,0.953000009059906,961.42,522.418,1.0,909.492,478.575,1.0,908.267,542.924,1.0,,,0.0,,,0.0,,,0.0,817.575,567.679,1.0,735.08,532.248,1.0,,,0.0
4396,846.807,488.923,0.996999979019165,951.124,514.645,1.0,907.356,474.957,1.0,907.643,532.799,1.0,,,0.0,,,0.0,,,0.0,816.164,568.335,1.0,736.769,532.728,1.0,,,0.0
4397,849.16,487.577,0.9990000128746033,951.135,514.289,1.0,907.786,475.018,1.0,907.793,532.726,1.0,,,0.0,,,0.0,,,0.0,815.892,568.412,1.0,737.133,532.45,1.0,,,0.0
4398,853.822,487.926,1.0,954.117,499.883,1.0,906.402,471.447,1.0,905.252,530.646,1.0,,,0.0,875.745,563.708,0.11900000274181366,,,0.0,811.902,569.531,1.0,735.087,533.839,1.0,,,0.0
4399,853.207,485.642,1.0,958.171,499.712,1.0,905.836,468.295,1.0,907.05,530.581,1.0,,,0.0,,,0.0,,,0.0,816.246,565.653,1.0,735.806,534.635,1.0,,,0.0
4400,852.976,486.157,1.0,947.934,491.356,1.0,898.569,467.973,1.0,906.018,531.114,1.0,,,0.0,,,0.0,,,0.0,818.936,566.295,1.0,735.542,535.617,1.0,,,0.0
4401,852.947,486.179,1.0,948.045,490.798,1.0,898.657,467.937,1.0,905.778,531.216,1.0,,,0.0,,,0.0,,,0.0,819.096,566.16,1.0,735.411,535.595,1.0,,,0.0
4402,849.991,483.235,1.0,943.377,483.874,1.0,893.82,463.017,1.0,906.386,515.029,1.0,,,0.0,876.318,555.803,0.14000000059604645,,,0.0,818.666,567.368,1.0,734.21,537.131,1.0,,,0.0
4403,847.055,487.367,1.0,938.399,482.211,1.0,888.882,459.445,1.0,904.054,513.519,1.0,,,0.0,,,0.0,,,0.0,819.216,568.562,1.0,734.302,534.459,1.0,,,0.0
4404,847.548,487.278,1.0,938.163,482.404,1.0,890.448,460.041,1.0,904.688,512.724,1.0,,,0.0,,,0.0,,,0.0,819.535,568.023,1.0,734.395,534.633,1.0,,,0.0
4405,846.445,487.844,1.0,942.439,483.576,1.0,890.501,462.782,1.0,903.296,511.566,1.0,,,0.0,884.647,555.57,0.23600000143051147,,,0.0,818.573,567.745,1.0,733.938,535.201,1.0,,,0.0
4406,845.481,487.93,1.0,942.857,481.475,1.0,888.377,461.291,1.0,903.017,514.268,1.0,,,0.0,876.234,555.698,0.9399999976158142,,,0.0,812.701,570.186,1.0,733.67,536.336,1.0,,,0.0
4407,845.452,487.858,1.0,942.733,481.657,1.0,888.603,461.605,1.0,903.094,514.33,1.0,,,0.0,868.02,556.378,0.9850000143051147,,,0.0,812.826,570.036,1.0,733.702,536.38,1.0,,,0.0
4408,845.703,485.518,1.0,932.621,477.374,1.0,887.912,458.042,1.0,899.689,512.736,1.0,,,0.0,884.118,555.574,0.8140000104904175,,,0.0,817.27,569.069,1.0,733.899,534.952,1.0,,,0.0
4409,844.0,488.745,1.0,932.475,477.27,1.0,888.215,458.046,1.0,899.378,512.511,1.0,,,0.0,884.253,555.64,0.9470000267028809,,,0.0,816.432,569.155,1.0,733.974,534.918,1.0,,,0.0
4410,837.164,485.506,1.0,929.976,471.236,1.0,883.213,455.702,1.0,900.229,508.453,1.0,,,0.0,891.562,549.62,1.0,,,0.0,812.223,572.078,1.0,733.184,535.209,1.0,,,0.0
4411,834.362,484.765,1.0,928.311,466.115,1.0,878.551,454.918,1.0,900.015,501.536,1.0,,,0.0,891.502,547.582,0.9990000128746033,,,0.0,810.555,570.633,1.0,732.729,535.233,1.0,,,0.0
4412,831.552,484.55,1.0,925.575,458.777,1.0,872.793,449.915,1.0,902.773,495.996,1.0,,,0.0,892.477,539.975,1.0,,,0.0,810.606,572.236,1.0,731.157,538.084,1.0,,,0.0
4413,831.566,484.459,1.0,925.361,458.506,1.0,872.936,449.708,1.0,902.617,496.006,1.0,,,0.0,892.447,539.895,0.9990000128746033,,,0.0,811.63,572.085,1.0,731.495,537.84,1.0,,,0.0
4414,831.101,489.745,1.0,929.452,451.006,1.0,871.19,446.516,1.0,900.462,492.121,1.0,,,0.0,900.072,531.541,1.0,795.031,452.221,0.609000027179718,813.518,572.986,1.0,729.677,540.594,1.0,,,0.0
4415,832.294,489.321,1.0,936.276,448.229,1.0,871.755,445.495,1.0,902.692,487.251,1.0,,,0.0,898.174,531.962,1.0,,,0.0,817.175,571.039,1.0,732.831,540.951,1.0,,,0.0
4416,831.696,489.219,1.0,936.373,448.191,1.0,871.339,445.499,1.0,902.479,487.396,1.0,,,0.0,898.026,532.302,1.0,,,0.0,817.293,570.989,1.0,732.777,540.763,1.0,,,0.0
4417,832.511,486.149,1.0,937.851,447.478,1.0,870.998,442.361,1.0,900.783,487.174,1.0,,,0.0,894.26,530.707,0.9990000128746033,,,0.0,819.434,570.514,1.0,732.897,539.67,1.0,,,0.0
4418,833.473,487.227,1.0,938.919,447.801,1.0,870.604,441.272,1.0,900.702,486.547,1.0,,,0.0,897.197,531.977,0.9990000128746033,788.048,452.199,1.0,820.465,569.475,1.0,733.052,539.991,1.0,,,0.0
4419,833.139,487.122,1.0,939.245,447.776,1.0,870.731,441.503,1.0,900.903,486.522,1.0,,,0.0,896.998,532.439,1.0,787.876,452.036,1.0,820.873,569.101,1.0,733.052,539.862,1.0,,,0.0
4420,829.884,485.55,1.0,940.548,449.424,1.0,871.255,442.613,1.0,901.334,485.282,1.0,,,0.0,893.733,530.563,0.9850000143051147,,,0.0,820.791,568.843,1.0,733.323,539.139,1.0,,,0.0
4421,829.598,485.369,1.0,940.291,449.256,1.0,871.164,442.58,1.0,901.832,485.044,1.0,,,0.0,893.525,530.884,0.9750000238418579,,,0.0,820.537,568.861,1.0,733.268,538.957,1.0,,,0.0
4422,831.422,486.34,1.0,939.919,447.32,1.0,869.726,443.039,1.0,898.411,486.143,1.0,,,0.0,898.383,530.489,1.0,,,0.0,825.883,568.355,1.0,733.045,540.237,1.0,,,0.0
4423,832.573,486.022,1.0,943.652,462.689,1.0,871.326,444.293,1.0,896.59,484.449,1.0,,,0.0,895.125,529.184,1.0,,,0.0,819.617,570.044,1.0,733.75,539.747,1.0,,,0.0
4424,835.654,485.08,1.0,947.924,465.746,1.0,881.851,444.728,1.0,901.078,492.653,1.0,,,0.0,898.017,531.648,0.9990000128746033,,,0.0,817.469,571.147,1.0,732.793,540.358,1.0,,,0.0
4425,837.068,484.632,1.0,948.053,465.801,1.0,881.551,445.156,1.0,900.834,491.424,1.0,,,0.0,897.373,531.165,0.9990000128746033,,,0.0,816.86,571.053,1.0,732.596,540.448,1.0,,,0.0
4426,837.18,487.094,1.0,950.945,467.161,1.0,882.525,443.687,1.0,901.479,492.389,1.0,,,0.0,899.814,531.998,1.0,,,0.0,815.513,570.434,1.0,732.185,541.117,1.0,,,0.0
4427,839.49,484.076,1.0,950.505,463.964,1.0,874.69,442.202,1.0,899.906,491.056,1.0,,,0.0,893.88,531.195,0.9909999966621399,793.989,451.778,1.0,816.775,569.395,1.0,732.813,541.742,1.0,,,0.0
4428,839.62,484.303,1.0,950.471,463.956,1.0,874.784,442.385,1.0,899.846,491.077,1.0,,,0.0,893.848,531.035,0.9900000095367432,793.989,451.733,1.0,816.623,569.284,1.0,732.28,541.689,1.0,,,0.0
4429,820.835,487.862,1.0,951.311,473.942,1.0,867.136,439.214,1.0,877.327,496.616,1.0,,,0.0,,,0.0,,,0.0,808.182,569.504,1.0,730.756,541.15,1.0,,,0.0
4430,823.658,486.506,1.0,949.569,476.016,1.0,856.699,442.056,1.0,872.632,507.255,1.0,,,0.0,859.66,555.647,0.5789999961853027,,,0.0,806.246,570.185,1.0,730.511,541.341,1.0,,,0.0
4431,823.481,486.92,1.0,949.162,475.33,1.0,856.492,442.04,1.0,873.285,507.347,1.0,,,0.0,859.4,563.73,0.4490000009536743,,,0.0,805.429,570.421,1.0,730.539,541.401,1.0,,,0.0
4432,821.441,486.833,1.0,944.723,484.188,1.0,853.812,445.46,1.0,860.944,515.282,1.0,,,0.0,852.575,563.417,0.6779999732971191,,,0.0,810.68,569.157,0.9990000128746033,730.159,542.148,1.0,,,0.0
4433,821.281,486.877,1.0,944.436,483.948,1.0,853.81,445.441,1.0,860.981,515.359,1.0,,,0.0,851.921,563.455,0.6660000085830688,,,0.0,810.554,569.268,0.9990000128746033,730.104,542.104,1.0,,,0.0
4434,817.76,487.855,1.0,944.695,479.784,1.0,853.461,448.059,1.0,858.038,511.041,1.0,,,0.0,859.162,556.634,0.36000001430511475,,,0.0,811.966,569.272,1.0,732.026,540.42,1.0,,,0.0
4435,815.25,487.196,1.0,942.408,483.712,1.0,854.083,449.326,1.0,858.029,513.154,1.0,,,0.0,,,0.0,,,0.0,817.126,568.664,1.0,732.055,540.91,1.0,,,0.0
4436,809.775,482.017,1.0,934.62,480.953,1.0,845.937,448.466,1.0,853.354,508.995,1.0,,,0.0,,,0.0,,,0.0,811.929,568.276,0.9990000128746033,732.312,539.51,1.0,,,0.0
4437,809.696,482.064,1.0,934.489,480.635,1.0,845.836,448.445,1.0,853.31,509.048,1.0,,,0.0,,,0.0,,,0.0,811.632,568.059,1.0,732.252,539.612,1.0,,,0.0
4438,808.758,484.399,1.0,927.586,504.907,1.0,850.811,450.705,1.0,849.756,511.249,1.0,,,0.0,,,0.0,,,0.0,810.101,566.674,1.0,731.973,540.257,1.0,,,0.0
4439,,,0.0,922.384,541.808,1.0,859.575,457.29,1.0,842.59,524.855,1.0,,,0.0,,,0.0,,,0.0,811.452,569.448,0.9959999918937683,732.14,539.538,1.0,,,0.0
4440,779.799,499.165,0.9940000176429749,914.937,540.654,1.0,856.975,459.559,1.0,841.549,523.681,1.0,,,0.0,,,0.0,,,0.0,806.303,570.005,0.9049999713897705,735.46,540.327,1.0,,,0.0
4441,779.995,499.692,0.9350000023841858,915.867,588.151,1.0,876.785,492.781,1.0,845.393,532.048,1.0,,,0.0,,,0.0,,,0.0,,,0.0,731.83,537.429,1.0,,,0.0
4442,835.592,488.81,1.0,917.634,612.461,1.0,889.408,518.586,1.0,855.868,555.498,1.0,897.448,491.209,0.9990000128746033,,,0.0,,,0.0,806.736,572.375,0.5699999928474426,730.758,531.494,1.0,,,0.0
4443,835.007,488.375,1.0,917.669,612.668,1.0,889.297,519.145,1.0,856.079,555.457,1.0,897.425,487.202,0.9980000257492065,,,0.0,,,0.0,806.842,572.113,0.6990000009536743,730.853,531.644,1.0,,,0.0
4444,851.842,503.908,1.0,915.526,639.703,1.0,903.949,547.825,1.0,858.784,575.697,0.9990000128746033,,,0.0,,,0.0,,,0.0,805.09,573.566,0.9039999842643738,,,0.0,,,0.0
4445,851.699,504.313,1.0,915.539,639.535,1.0,903.411,548.055,1.0,858.99,575.546,0.9990000128746033,,,0.0,,,0.0,,,0.0,804.898,573.562,0.8180000185966492,,,0.0,,,0.0
4446,861.363,517.63,1.0,927.092,670.341,1.0,912.049,572.126,1.0,860.976,604.617,1.0,924.148,539.109,0.6959999799728394,,,0.0,,,0.0,798.708,571.572,0.9890000224113464,,,0.0,,,0.0
4447,874.926,538.843,1.0,939.174,694.961,1.0,925.594,602.681,1.0,871.177,623.016,1.0,940.343,564.645,0.9179999828338623,,,0.0,,,0.0,813.699,571.63,0.9369999766349792,,,0.0,,,0.0
4448,898.303,564.338,1.0,955.847,722.384,1.0,942.081,618.805,1.0,885.187,642.769,1.0,956.64,580.164,0.25099998712539673,,,0.0,,,0.0,829.413,564.862,0.9869999885559082,,,0.0,,,0.0
4449,898.115,564.654,1.0,956.02,722.179,1.0,942.152,619.091,1.0,885.697,642.909,1.0,956.692,580.199,0.3659999966621399,,,0.0,922.911,514.727,0.8090000152587891,829.118,564.468,0.9959999918937683,,,0.0,,,0.0
4450,923.786,597.89,0.9990000128746033,958.049,746.623,1.0,,,0.0,901.211,675.992,0.8360000252723694,977.28,634.904,1.0,,,0.0,954.706,547.787,0.9959999918937683,851.424,579.68,1.0,870.159,468.562,1.0,,,0.0
4451,937.248,627.267,1.0,941.731,759.887,1.0,960.878,693.967,1.0,903.577,700.877,1.0,992.786,675.288,1.0,890.535,662.252,1.0,970.446,554.6,0.984000027179718,862.487,596.478,1.0,880.51,492.952,1.0,,,0.0
4452,934.899,626.34,1.0,941.663,759.824,1.0,961.501,693.898,1.0,903.53,700.785,1.0,992.945,674.262,1.0,890.627,662.147,1.0,970.667,554.642,0.9750000238418579,862.564,596.576,1.0,880.755,493.181,1.0,,,0.0
4453,935.79,649.966,1.0,911.006,774.623,0.9990000128746033,957.769,727.387,1.0,901.904,718.504,1.0,988.662,699.607,0.9879999756813049,886.258,684.085,0.9990000128746033,970.111,582.396,0.996999979019165,865.406,616.669,1.0,886.279,510.003,1.0,,,0.0
4454,932.402,682.698,1.0,978.448,739.353,0.8870000243186951,947.846,739.868,1.0,891.917,739.46,1.0,,,0.0,884.302,699.769,0.4480000138282776,,,0.0,871.573,634.975,1.0,900.268,527.688,0.8600000143051147,,,0.0
4455,932.266,683.152,1.0,,,0.0,948.742,740.165,1.0,892.787,740.862,1.0,,,0.0,884.353,699.832,0.3610000014305115,,,0.0,872.061,634.923,1.0,899.943,527.268,0.8799999952316284,,,0.0
4456,937.948,691.881,1.0,882.158,778.314,0.9959999918937683,941.679,752.293,1.0,884.524,744.346,1.0,,,0.0,,,0.0,,,0.0,879.931,645.39,1.0,,,0.0,,,0.0
4457,938.594,691.285,1.0,882.101,778.284,0.996999979019165,941.675,752.396,1.0,884.716,744.511,1.0,,,0.0,,,0.0,,,0.0,879.835,645.407,1.0,,,0.0,,,0.0
4458,946.424,711.106,1.0,879.068,778.223,0.9990000128746033,901.949,755.585,0.949999988079071,881.083,744.602,1.0,,,0.0,,,0.0,1002.83,661.035,0.8849999904632568,892.173,651.322,1.0,957.708,574.497,1.0,,,0.0
4459,941.093,723.296,1.0,862.579,791.431,0.9990000128746033,,,0.0,867.468,756.036,1.0,,,0.0,,,0.0,1001.759,680.57,0.2290000021457672,898.175,663.069,0.996999979019165,,,0.0,,,0.0
4460,916.263,759.566,1.0,830.353,789.49,1.0,868.672,778.087,0.3009999990463257,852.541,762.685,0.9860000014305115,,,0.0,,,0.0,,,0.0,892.58,684.903,0.375,,,0.0,,,0.0
4461,917.285,758.446,1.0,830.356,789.493,1.0,868.795,777.713,0.37599998712539673,852.758,762.666,0.9909999966621399,,,0.0,,,0.0,,,0.0,892.496,685.114,0.4650000035762787,,,0.0,,,0.0
4462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463,915.841,760.729,1.0,818.509,793.845,0.6159999966621399,857.032,762.708,0.8960000276565552,847.838,755.763,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4464,915.848,760.671,1.0,818.405,793.96,0.5,857.352,761.617,0.8629999756813049,848.031,755.676,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4465,925.413,736.499,1.0,820.657,792.432,1.0,871.33,769.703,1.0,862.882,753.706,1.0,,,0.0,,,0.0,,,0.0,,,0.0,983.815,663.479,1.0,,,0.0
4466,931.569,741.379,0.9269999861717224,830.652,789.24,1.0,884.069,774.814,1.0,884.196,757.591,1.0,,,0.0,,,0.0,,,0.0,891.652,701.259,0.9929999709129333,982.447,665.732,1.0,,,0.0
4467,931.995,741.137,0.4230000078678131,830.569,789.225,1.0,884.385,774.786,1.0,884.287,757.429,1.0,,,0.0,,,0.0,,,0.0,891.328,701.529,0.9959999918937683,982.562,665.147,1.0,,,0.0
4468,,,0.0,822.65,787.978,1.0,884.105,775.863,1.0,885.923,756.861,0.9990000128746033,,,0.0,,,0.0,,,0.0,891.34,705.395,1.0,983.984,664.256,1.0,,,0.0
4469,,,0.0,822.273,788.312,1.0,883.957,776.19,1.0,885.433,756.762,0.9990000128746033,,,0.0,,,0.0,,,0.0,891.493,705.26,1.0,984.094,664.573,1.0,,,0.0
4470,,,0.0,815.545,789.818,1.0,882.515,776.127,0.9990000128746033,888.325,764.609,1.0,,,0.0,,,0.0,,,0.0,893.223,707.371,1.0,981.937,663.837,1.0,,,0.0
4471,939.5,756.534,0.8500000238418579,813.152,790.113,1.0,880.727,769.473,1.0,869.117,753.756,0.9850000143051147,,,0.0,,,0.0,,,0.0,903.221,701.3,0.9990000128746033,986.172,665.535,1.0,,,0.0
4472,938.662,757.675,0.996999979019165,809.863,785.657,1.0,876.179,765.035,1.0,868.949,754.41,0.9940000176429749,,,0.0,,,0.0,,,0.0,,,0.0,985.841,666.85,1.0,,,0.0
4473,938.344,757.568,0.9929999709129333,809.719,785.518,1.0,881.222,763.872,1.0,869.167,754.279,0.9950000047683716,,,0.0,,,0.0,,,0.0,,,0.0,985.806,666.546,1.0,,,0.0
4474,933.2,759.308,0.9620000123977661,811.334,776.028,1.0,873.946,752.79,1.0,868.394,739.21,0.9990000128746033,,,0.0,,,0.0,,,0.0,,,0.0,982.262,665.79,1.0,,,0.0
4475,933.381,758.307,0.9950000047683716,814.531,760.17,1.0,884.958,746.0,0.9990000128746033,873.671,737.021,1.0,,,0.0,,,0.0,,,0.0,,,0.0,979.421,664.568,1.0,,,0.0
4476,932.816,758.523,0.9829999804496765,814.365,759.53,1.0,884.782,745.768,0.9980000257492065,871.171,737.319,1.0,,,0.0,,,0.0,,,0.0,,,0.0,979.304,663.976,1.0,,,0.0
4477,932.36,736.28,0.9990000128746033,812.657,760.301,1.0,874.504,745.307,0.9959999918937683,870.242,735.876,1.0,,,0.0,,,0.0,,,0.0,,,0.0,979.828,666.549,1.0,,,0.0
4478,922.342,736.544,1.0,785.269,747.869,1.0,859.509,733.823,1.0,854.33,721.052,1.0,,,0.0,,,0.0,,,0.0,,,0.0,979.543,665.8,1.0,,,0.0
4479,923.048,736.11,1.0,784.843,748.317,1.0,872.41,773.147,1.0,854.833,721.681,1.0,,,0.0,,,0.0,,,0.0,,,0.0,979.188,665.668,1.0,,,0.0
4480,900.572,758.157,1.0,771.124,745.388,1.0,841.402,779.938,1.0,832.344,719.962,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4481,906.833,759.771,0.9959999918937683,771.026,745.543,1.0,841.663,780.085,1.0,832.013,720.246,1.0,,,0.0,,,0.0,,,0.0,,,0.0,980.595,669.999,1.0,,,0.0
4482,876.155,746.595,0.5120000243186951,740.977,745.52,1.0,820.148,769.459,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4483,844.263,740.729,1.0,721.657,744.031,1.0,794.949,768.08,1.0,786.601,708.398,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4484,829.501,730.188,1.0,697.882,745.872,1.0,777.499,768.268,1.0,765.647,705.207,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4485,826.539,738.127,1.0,697.467,745.68,1.0,777.502,768.192,1.0,765.684,705.274,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4486,827.701,738.734,1.0,695.439,742.594,1.0,777.978,767.112,1.0,765.963,701.876,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4487,836.314,730.164,0.9480000138282776,700.996,742.129,1.0,790.347,770.036,1.0,772.716,703.278,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4488,844.013,730.963,0.9100000262260437,700.833,742.752,1.0,790.108,770.157,1.0,773.445,703.425,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4489,850.259,727.222,1.0,,,0.0,723.21,724.622,1.0,785.179,704.015,1.0,,,0.0,,,0.0,,,0.0,,,0.0,978.55,678.026,1.0,,,0.0
4490,873.19,713.788,1.0,766.962,741.451,1.0,823.6,751.855,1.0,814.391,688.009,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4491,873.592,714.166,1.0,767.068,741.625,1.0,823.872,751.407,1.0,814.644,687.974,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4492,887.752,724.169,1.0,783.392,729.209,1.0,823.74,749.019,1.0,825.869,687.472,1.0,,,0.0,,,0.0,,,0.0,,,0.0,990.141,675.445,1.0,,,0.0
4493,898.485,713.924,1.0,783.747,729.622,1.0,823.878,748.11,1.0,825.814,687.418,1.0,,,0.0,,,0.0,,,0.0,,,0.0,990.023,675.053,1.0,,,0.0
4494,874.458,711.969,0.9990000128746033,768.996,731.809,1.0,823.184,748.819,1.0,820.294,689.501,1.0,865.742,772.125,0.9950000047683716,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4495,874.703,714.346,1.0,767.386,729.427,1.0,823.564,742.025,1.0,808.897,688.236,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4496,866.334,711.783,1.0,753.43,725.288,1.0,810.631,740.481,1.0,803.275,685.588,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4497,866.7,711.738,1.0,753.219,725.19,1.0,810.672,740.58,1.0,803.583,685.479,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4498,854.454,714.29,1.0,734.227,727.919,1.0,795.937,743.54,1.0,789.945,688.527,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4499,845.218,715.279,1.0,736.066,725.983,1.0,794.483,751.234,1.0,780.108,688.806,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4500,843.103,716.832,1.0,735.975,725.829,1.0,793.008,750.232,1.0,782.226,689.936,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4501,851.888,721.345,1.0,731.195,741.915,1.0,792.574,755.312,1.0,779.399,701.983,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4502,842.182,723.85,0.8989999890327454,731.082,742.593,1.0,792.531,763.139,1.0,778.366,701.096,1.0,835.598,774.101,0.9520000219345093,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4503,842.023,724.125,0.8510000109672546,730.862,742.595,1.0,792.655,763.217,1.0,778.662,701.306,1.0,835.505,774.009,0.9509999752044678,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4504,922.14,711.634,1.0,736.237,741.935,1.0,806.683,752.478,1.0,787.177,699.462,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4505,922.375,712.195,1.0,735.432,742.132,1.0,806.7,752.309,1.0,787.306,699.232,1.0,,,0.0,,,0.0,,,0.0,,,0.0,991.99,670.128,1.0,,,0.0
4506,866.097,711.571,1.0,749.628,739.008,1.0,825.18,752.025,1.0,805.31,693.052,1.0,867.732,763.943,0.8859999775886536,,,0.0,859.109,764.449,0.16599999368190765,,,0.0,993.9,665.856,1.0,,,0.0
4507,877.096,712.041,1.0,768.803,745.025,1.0,839.519,749.252,1.0,825.548,690.084,1.0,,,0.0,,,0.0,,,0.0,907.529,762.444,0.6480000019073486,994.084,655.275,1.0,,,0.0
4508,902.587,698.238,1.0,783.164,745.853,1.0,855.479,748.822,1.0,841.278,688.214,1.0,,,0.0,,,0.0,,,0.0,,,0.0,993.822,652.696,1.0,,,0.0
4509,902.553,697.791,1.0,783.326,745.747,1.0,854.709,748.335,1.0,840.794,689.408,1.0,,,0.0,,,0.0,,,0.0,,,0.0,994.019,652.69,1.0,,,0.0
