scorer,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.30,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.31,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.32,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.33,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.34,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.35,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.36,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.37,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.38,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.39,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.40,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.41,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.42,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.43,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.44,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.45,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.46,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.47,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.48,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.49,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.50,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.51,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.52,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.53,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.54,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.55,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.56,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.57,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.58,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.59
bodyparts,center,center,center,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,leftarm,leftarm,leftarm,rightarm,rightarm,rightarm,leftleg,leftleg,leftleg,rightleg,rightleg,rightleg,tail base,tail base,tail base,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
4510,916.65,699.989,0.9200000166893005,785.098,742.099,1.0,870.441,749.78,1.0,846.028,687.112,1.0,,,0.0,,,0.0,979.952,746.882,0.9490000009536743,,,0.0,997.066,648.345,1.0,,,0.0
4511,918.643,693.31,1.0,817.909,727.88,1.0,875.166,734.809,1.0,859.533,675.476,1.0,,,0.0,,,0.0,979.817,755.691,0.2460000067949295,,,0.0,1002.807,649.663,1.0,,,0.0
4512,919.761,697.433,1.0,818.144,727.764,1.0,874.92,734.792,1.0,860.09,675.538,1.0,,,0.0,,,0.0,979.798,755.408,0.17399999499320984,,,0.0,1002.38,649.915,1.0,,,0.0
4513,925.282,691.401,1.0,829.827,713.116,0.984000027179718,874.866,723.088,1.0,868.862,666.36,1.0,,,0.0,,,0.0,,,0.0,,,0.0,1003.356,649.421,1.0,,,0.0
4514,933.738,682.404,0.7300000190734863,828.45,711.01,0.9879999756813049,873.326,720.648,1.0,869.312,659.172,1.0,,,0.0,,,0.0,,,0.0,,,0.0,1003.454,647.98,0.9980000257492065,,,0.0
4515,933.831,682.326,0.8169999718666077,828.513,710.748,0.996999979019165,872.961,720.844,1.0,869.25,659.4,1.0,,,0.0,,,0.0,,,0.0,,,0.0,1003.696,647.599,0.9990000128746033,,,0.0
4516,930.899,694.893,1.0,829.553,694.376,1.0,870.374,718.997,1.0,868.691,656.174,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4517,930.96,693.286,1.0,829.701,694.617,1.0,870.308,719.258,1.0,868.986,655.812,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4518,917.761,696.779,1.0,820.117,692.545,1.0,872.525,716.997,1.0,864.964,660.43,1.0,908.108,738.679,0.7509999871253967,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4519,918.829,693.461,1.0,817.332,690.865,1.0,858.281,719.45,1.0,858.968,656.755,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4520,905.49,692.116,0.9789999723434448,811.292,693.612,1.0,855.944,718.462,1.0,851.544,655.887,1.0,,,0.0,,,0.0,970.234,754.036,0.12800000607967377,,,0.0,,,0.0,,,0.0
4521,905.58,692.259,0.9779999852180481,806.112,691.317,1.0,855.973,718.965,1.0,851.496,655.995,1.0,,,0.0,,,0.0,969.971,753.923,0.13600000739097595,,,0.0,,,0.0,,,0.0
4522,905.24,682.129,1.0,803.017,692.151,1.0,842.276,708.343,1.0,842.761,656.371,1.0,,,0.0,,,0.0,,,0.0,906.386,742.85,0.9959999918937683,,,0.0,,,0.0
4523,888.304,689.363,1.0,800.072,695.688,1.0,837.081,718.459,1.0,828.068,659.368,1.0,883.238,732.466,0.8799999952316284,,,0.0,,,0.0,913.091,746.878,0.9959999918937683,997.206,645.943,1.0,,,0.0
4524,887.768,689.362,1.0,799.887,695.777,1.0,836.875,718.669,1.0,828.038,659.463,1.0,883.306,732.465,0.8600000143051147,,,0.0,970.322,747.764,0.35199999809265137,913.065,746.816,0.996999979019165,997.398,646.119,1.0,,,0.0
4525,889.363,689.95,0.9990000128746033,803.044,710.663,1.0,841.267,732.789,1.0,824.24,670.686,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4526,891.996,709.544,0.9459999799728394,805.753,728.593,1.0,838.396,748.046,1.0,823.714,690.844,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4527,899.822,699.212,0.8069999814033508,805.713,728.451,1.0,837.949,748.0,1.0,825.749,690.43,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4528,924.875,697.264,1.0,815.203,744.774,1.0,851.747,762.898,1.0,827.842,709.914,1.0,,,0.0,,,0.0,,,0.0,941.243,635.633,0.5569999814033508,996.423,634.787,1.0,,,0.0
4529,925.101,697.057,1.0,815.638,744.852,1.0,851.965,762.606,1.0,827.757,710.021,1.0,,,0.0,,,0.0,,,0.0,941.033,635.426,0.7089999914169312,996.384,634.919,0.996999979019165,,,0.0
4530,922.577,708.165,0.9990000128746033,827.858,771.882,1.0,853.516,777.006,1.0,824.956,732.99,1.0,,,0.0,,,0.0,,,0.0,930.763,635.866,0.3540000021457672,995.988,633.907,0.8700000047683716,,,0.0
4531,937.231,707.203,1.0,836.047,787.988,0.7200000286102295,855.611,781.753,0.996999979019165,829.35,747.324,1.0,,,0.0,,,0.0,,,0.0,918.162,636.838,0.9950000047683716,,,0.0,,,0.0
4532,907.265,726.422,0.9990000128746033,846.774,791.149,1.0,839.36,755.318,0.9850000143051147,830.672,751.583,1.0,,,0.0,,,0.0,,,0.0,916.281,648.12,1.0,992.405,634.343,1.0,,,0.0
4533,907.384,726.632,0.9990000128746033,846.839,791.238,1.0,839.691,755.714,0.9760000109672546,829.723,751.965,1.0,,,0.0,,,0.0,,,0.0,916.15,647.974,1.0,992.487,634.402,1.0,,,0.0
4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535,893.89,731.405,1.0,835.579,798.332,0.8679999709129333,,,0.0,824.85,762.092,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4536,895.135,732.034,1.0,835.303,798.61,0.5979999899864197,,,0.0,824.554,762.13,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,883.954,756.791,1.0,816.902,793.514,1.0,878.039,688.541,1.0,819.224,763.991,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4539,883.958,756.463,1.0,816.772,793.617,1.0,878.197,688.911,1.0,819.369,764.524,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4540,874.585,759.979,1.0,784.055,804.379,1.0,808.629,775.403,0.9860000014305115,799.378,770.942,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4541,875.171,759.891,1.0,783.842,804.542,1.0,808.429,775.411,0.9879999756813049,799.291,770.963,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4542,852.05,773.07,0.9980000257492065,753.008,809.154,1.0,776.974,775.871,0.8840000033378601,770.615,770.395,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4543,844.458,776.869,1.0,733.945,804.694,1.0,773.554,805.265,0.9980000257492065,759.594,772.742,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4544,830.295,778.166,0.9980000257492065,709.125,823.193,1.0,757.289,812.708,0.9990000128746033,745.882,772.345,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4545,830.068,778.181,0.996999979019165,709.38,822.871,1.0,761.273,811.646,1.0,746.043,773.012,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4546,805.269,789.385,1.0,688.703,827.877,0.9850000143051147,740.918,819.054,1.0,722.963,784.134,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4547,772.267,792.244,1.0,670.0,838.192,0.8180000185966492,710.387,827.911,0.9990000128746033,691.99,792.593,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4548,771.576,792.699,1.0,670.028,838.484,0.8640000224113464,710.257,828.342,1.0,692.115,792.774,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4549,757.991,793.552,1.0,658.388,809.99,1.0,692.168,829.882,1.0,688.723,783.63,1.0,,,0.0,,,0.0,,,0.0,796.663,731.697,0.9959999918937683,,,0.0,,,0.0
4550,771.344,791.852,1.0,658.527,777.731,1.0,679.528,827.055,1.0,697.522,770.499,1.0,,,0.0,,,0.0,,,0.0,789.373,738.595,0.996999979019165,,,0.0,,,0.0
4551,769.998,791.258,1.0,658.429,777.158,1.0,679.602,827.196,1.0,697.37,770.774,1.0,,,0.0,,,0.0,,,0.0,789.113,738.753,0.9980000257492065,,,0.0,,,0.0
4552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,780.739,791.641,0.9990000128746033,677.682,751.333,1.0,689.481,798.162,1.0,716.029,752.808,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4554,786.62,790.308,1.0,677.481,751.345,1.0,689.392,798.038,1.0,716.093,753.366,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4555,789.083,790.492,0.9620000123977661,687.006,747.381,1.0,695.262,798.066,1.0,,,0.0,,,0.0,,,0.0,,,0.0,813.651,740.83,0.11599999666213989,,,0.0,,,0.0
4556,790.391,791.42,0.9990000128746033,690.253,747.467,1.0,700.682,796.103,1.0,,,0.0,,,0.0,,,0.0,,,0.0,813.455,740.622,0.3970000147819519,,,0.0,,,0.0
4557,793.43,789.83,0.9959999918937683,690.339,747.201,1.0,700.813,796.088,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4558,793.757,791.108,0.9729999899864197,700.404,740.308,1.0,710.758,788.859,1.0,,,0.0,,,0.0,,,0.0,,,0.0,813.197,741.734,0.421999990940094,,,0.0,,,0.0
4559,804.083,790.364,0.8450000286102295,704.792,731.903,1.0,713.041,784.557,1.0,741.178,737.704,1.0,,,0.0,797.186,740.6,0.9940000176429749,,,0.0,,,0.0,,,0.0,,,0.0
4560,791.396,790.14,1.0,704.39,731.435,1.0,711.795,781.477,1.0,739.642,735.081,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4561,778.43,790.252,0.9990000128746033,702.853,729.443,1.0,712.669,781.837,1.0,743.969,741.748,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4562,788.852,789.277,1.0,691.987,722.98,1.0,713.538,783.2,1.0,740.792,741.528,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4563,789.222,789.351,1.0,692.129,723.18,1.0,713.739,783.582,1.0,745.336,740.012,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4564,777.523,788.703,0.9980000257492065,691.785,723.446,1.0,713.898,782.26,1.0,743.913,735.695,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4565,788.395,789.177,0.9950000047683716,690.98,723.191,1.0,713.813,782.299,1.0,743.509,734.513,1.0,732.269,818.437,0.9959999918937683,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4566,778.028,788.361,0.9919999837875366,686.792,725.076,1.0,716.02,782.553,1.0,740.102,737.911,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4567,778.402,777.721,0.9980000257492065,685.803,723.703,1.0,715.826,781.486,1.0,738.29,736.164,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4568,779.496,778.351,0.8029999732971191,687.951,725.179,1.0,715.369,782.169,1.0,737.966,737.287,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4569,779.433,778.28,0.7879999876022339,687.964,725.323,1.0,715.503,782.149,1.0,738.268,737.187,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4570,778.368,788.596,0.7450000047683716,688.161,725.062,1.0,715.4,782.109,1.0,739.829,739.041,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4571,770.564,789.373,0.34299999475479126,704.497,713.791,1.0,710.032,782.355,1.0,744.242,737.941,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4572,771.305,789.191,0.41600000858306885,704.716,713.867,1.0,709.889,781.756,1.0,744.216,737.779,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4573,778.758,788.872,0.6069999933242798,721.26,712.755,1.0,710.045,766.794,1.0,756.18,731.078,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4574,,,0.0,721.787,714.132,1.0,713.854,762.02,1.0,753.773,730.46,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4575,,,0.0,721.876,714.223,1.0,713.778,761.711,1.0,753.506,730.325,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4576,778.749,778.016,0.8240000009536743,721.094,707.999,1.0,715.639,755.696,1.0,756.663,724.494,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4577,778.83,777.994,0.8270000219345093,720.865,707.902,1.0,715.851,755.783,1.0,756.795,724.953,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4578,778.308,778.76,0.671999990940094,722.903,696.849,1.0,714.467,754.552,1.0,756.038,727.292,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4579,773.486,775.98,0.8960000276565552,722.744,684.304,1.0,710.331,748.147,1.0,754.848,722.233,1.0,,,0.0,802.3,733.766,1.0,,,0.0,,,0.0,,,0.0,,,0.0
4580,774.044,771.081,0.9990000128746033,721.842,673.402,1.0,712.417,736.117,1.0,753.644,705.076,1.0,,,0.0,799.255,727.368,1.0,,,0.0,,,0.0,,,0.0,,,0.0
4581,772.347,761.805,0.9980000257492065,721.722,673.817,1.0,713.015,736.341,1.0,753.569,705.399,1.0,,,0.0,799.785,732.322,1.0,,,0.0,,,0.0,,,0.0,,,0.0
4582,774.702,758.688,1.0,719.215,678.155,1.0,714.725,720.734,1.0,759.744,703.772,1.0,,,0.0,805.476,724.22,1.0,,,0.0,,,0.0,,,0.0,,,0.0
4583,775.63,762.723,1.0,722.959,671.95,1.0,715.621,718.463,1.0,759.419,705.616,1.0,,,0.0,807.479,723.279,1.0,,,0.0,,,0.0,,,0.0,,,0.0
4584,775.465,761.913,1.0,723.112,671.357,1.0,715.087,718.305,1.0,759.493,705.874,1.0,,,0.0,807.395,723.268,1.0,,,0.0,,,0.0,,,0.0,,,0.0
4585,775.477,755.601,1.0,730.742,660.468,1.0,713.959,717.642,1.0,758.163,699.321,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4586,770.475,746.7,1.0,722.883,649.275,1.0,712.114,710.998,1.0,752.99,690.485,1.0,,,0.0,805.707,710.79,1.0,,,0.0,,,0.0,,,0.0,,,0.0
4587,770.303,746.469,1.0,722.817,649.613,1.0,712.492,711.173,1.0,752.971,690.373,1.0,,,0.0,805.41,710.997,1.0,,,0.0,,,0.0,,,0.0,,,0.0
4588,,,0.0,709.137,624.065,1.0,704.868,695.547,1.0,746.035,675.363,1.0,,,0.0,797.394,707.798,1.0,,,0.0,850.797,755.561,0.3889999985694885,,,0.0,,,0.0
4589,764.096,742.897,0.9950000047683716,709.059,624.101,1.0,704.874,695.197,1.0,746.349,675.302,1.0,,,0.0,797.61,707.645,1.0,,,0.0,851.063,755.811,0.2150000035762787,,,0.0,,,0.0
4590,757.874,743.329,0.9909999966621399,717.578,601.825,1.0,696.802,667.64,1.0,742.975,651.361,1.0,,,0.0,787.355,684.6,0.9990000128746033,,,0.0,831.618,747.876,0.8059999942779541,,,0.0,,,0.0
4591,718.043,699.531,0.9900000095367432,718.619,566.018,1.0,694.5,635.896,1.0,739.898,624.301,1.0,,,0.0,787.535,676.83,0.7020000219345093,,,0.0,814.462,738.11,1.0,,,0.0,,,0.0
4592,717.463,667.368,0.9919999837875366,720.672,540.452,1.0,698.498,607.294,1.0,737.71,591.635,1.0,,,0.0,788.108,660.969,0.4779999852180481,,,0.0,804.494,716.368,0.9980000257492065,810.88,793.731,0.23800000548362732,,,0.0
4593,717.006,667.302,0.9890000224113464,720.818,540.384,1.0,698.61,606.868,1.0,737.66,591.686,1.0,,,0.0,787.816,661.138,0.7269999980926514,,,0.0,804.456,715.893,1.0,810.706,793.695,0.4339999854564667,,,0.0
4594,718.8,635.763,0.9980000257492065,735.92,517.68,1.0,708.584,571.185,0.9229999780654907,744.881,560.783,1.0,,,0.0,,,0.0,,,0.0,803.485,693.259,0.9539999961853027,743.44,770.179,1.0,,,0.0
4595,723.105,595.917,0.9729999899864197,749.177,488.451,1.0,711.148,537.264,1.0,753.31,527.291,1.0,,,0.0,780.558,587.302,0.9959999918937683,,,0.0,799.052,693.038,0.968999981880188,764.006,744.731,1.0,,,0.0
4596,723.138,595.726,0.9909999966621399,749.371,488.239,1.0,711.535,537.473,1.0,753.355,527.317,1.0,,,0.0,780.695,587.123,0.9990000128746033,,,0.0,798.597,693.139,0.9639999866485596,764.967,745.471,1.0,,,0.0
4597,717.011,596.802,1.0,750.034,456.628,1.0,710.909,506.629,1.0,755.055,497.161,1.0,,,0.0,782.566,554.054,1.0,778.665,683.993,0.7179999947547913,778.703,677.704,0.7239999771118164,738.296,716.244,1.0,,,0.0
4598,702.045,565.932,1.0,753.025,431.466,1.0,711.242,481.964,1.0,755.942,474.797,1.0,,,0.0,784.831,522.79,1.0,,,0.0,773.315,642.917,0.9929999709129333,727.999,680.961,0.9990000128746033,,,0.0
4599,702.141,565.841,1.0,752.994,431.4,1.0,711.389,482.153,1.0,755.809,474.279,1.0,,,0.0,784.501,522.682,1.0,,,0.0,773.471,642.823,0.9950000047683716,728.274,680.967,0.9990000128746033,,,0.0
4600,716.577,525.235,1.0,751.312,408.938,1.0,715.146,450.715,1.0,764.32,446.146,1.0,,,0.0,784.381,517.019,1.0,,,0.0,783.409,592.504,1.0,725.906,650.923,0.9990000128746033,,,0.0
4601,716.657,525.117,1.0,750.877,409.172,1.0,715.053,450.639,1.0,764.279,445.969,1.0,,,0.0,784.06,517.442,1.0,,,0.0,783.109,592.395,1.0,725.005,650.949,1.0,,,0.0
4602,719.34,498.762,1.0,758.243,382.089,1.0,719.233,428.538,1.0,765.73,432.393,1.0,,,0.0,784.418,491.753,1.0,,,0.0,783.415,558.064,1.0,730.056,636.433,1.0,,,0.0
4603,719.573,491.89,1.0,760.13,368.414,1.0,723.544,416.43,1.0,767.284,415.848,1.0,,,0.0,790.183,485.003,1.0,,,0.0,783.768,545.558,1.0,732.353,627.288,1.0,,,0.0
4604,721.527,484.334,1.0,754.499,364.987,1.0,718.714,419.297,1.0,763.654,420.326,1.0,,,0.0,788.788,474.594,0.8230000138282776,,,0.0,789.46,548.827,1.0,740.634,625.435,1.0,,,0.0
4605,721.124,484.383,1.0,753.449,364.326,1.0,718.983,419.896,1.0,763.58,420.075,1.0,,,0.0,789.397,469.527,0.9629999995231628,,,0.0,789.434,548.744,1.0,741.601,625.472,1.0,,,0.0
4606,733.677,484.158,1.0,747.411,362.242,1.0,715.722,426.171,1.0,760.436,429.896,1.0,,,0.0,789.78,471.001,1.0,,,0.0,790.593,549.951,1.0,744.018,626.421,1.0,,,0.0
4607,734.152,501.574,1.0,738.312,365.589,1.0,709.759,429.644,1.0,757.575,434.219,1.0,,,0.0,787.64,470.995,1.0,,,0.0,791.705,548.671,1.0,740.718,632.15,1.0,,,0.0
4608,734.29,501.458,1.0,738.692,365.266,1.0,710.069,429.67,1.0,757.667,434.289,1.0,,,0.0,786.932,474.013,1.0,,,0.0,792.081,548.508,1.0,740.497,632.221,1.0,,,0.0
4609,732.447,503.847,1.0,726.568,364.046,1.0,702.123,439.753,1.0,752.419,433.286,1.0,,,0.0,785.266,473.734,1.0,,,0.0,792.991,549.169,1.0,747.542,635.583,1.0,,,0.0
4610,730.054,500.069,0.9990000128746033,721.773,359.326,1.0,697.956,441.712,1.0,749.507,434.026,1.0,,,0.0,779.635,469.524,0.9980000257492065,,,0.0,792.92,549.765,1.0,750.33,635.958,1.0,,,0.0
4611,730.56,499.18,0.996999979019165,718.374,361.061,1.0,698.26,441.696,1.0,750.107,434.178,1.0,,,0.0,779.432,468.473,0.9980000257492065,,,0.0,792.661,549.737,1.0,750.594,636.042,1.0,,,0.0
4612,731.829,499.994,0.9589999914169312,708.252,361.011,1.0,697.19,445.84,1.0,750.458,432.633,1.0,,,0.0,781.211,458.655,1.0,,,0.0,796.293,548.226,1.0,744.12,628.093,1.0,,,0.0
4613,730.816,519.141,0.9919999837875366,708.376,361.142,1.0,697.323,445.959,1.0,750.431,432.555,1.0,,,0.0,781.253,458.667,1.0,,,0.0,796.328,547.977,1.0,747.158,633.332,1.0,,,0.0
4614,740.524,484.131,0.9789999723434448,691.805,353.828,1.0,697.199,444.32,1.0,743.544,421.012,1.0,,,0.0,781.335,442.404,0.9980000257492065,,,0.0,790.928,547.396,1.0,746.062,627.623,0.9940000176429749,,,0.0
4615,740.665,473.086,0.9909999966621399,689.055,344.895,1.0,694.885,434.778,1.0,741.406,411.03,1.0,,,0.0,772.31,426.365,0.9020000100135803,,,0.0,798.271,539.276,0.9670000076293945,744.064,611.633,1.0,,,0.0
4616,725.311,472.444,0.9940000176429749,671.524,329.24,1.0,680.849,418.173,1.0,727.842,392.37,1.0,,,0.0,764.663,426.146,1.0,,,0.0,783.487,549.08,0.9990000128746033,736.149,580.124,1.0,,,0.0
4617,726.456,470.687,0.9919999837875366,671.538,329.256,1.0,681.121,418.16,1.0,727.934,392.537,1.0,,,0.0,764.793,426.479,1.0,,,0.0,783.609,549.145,1.0,735.9,580.97,1.0,,,0.0
4618,710.073,452.021,1.0,659.769,331.714,1.0,666.935,421.069,1.0,722.394,397.105,1.0,,,0.0,756.915,422.252,1.0,,,0.0,780.161,491.806,1.0,738.411,573.378,1.0,,,0.0
4619,712.372,451.52,1.0,645.065,332.896,1.0,661.28,423.311,1.0,718.156,394.572,1.0,,,0.0,740.095,411.179,0.30399999022483826,,,0.0,768.401,474.493,1.0,746.172,563.871,1.0,,,0.0
4620,712.905,454.58,1.0,643.638,331.332,1.0,660.815,424.122,1.0,715.678,393.855,1.0,,,0.0,740.44,410.785,0.6269999742507935,,,0.0,770.05,473.406,1.0,746.129,561.396,1.0,,,0.0
4621,715.281,453.132,1.0,639.091,345.207,1.0,662.723,432.031,1.0,715.714,397.194,1.0,,,0.0,748.147,410.649,0.824999988079071,,,0.0,771.404,472.453,0.9729999899864197,749.388,555.743,1.0,,,0.0
4622,712.052,457.622,1.0,620.822,360.085,1.0,659.735,438.516,1.0,705.553,395.294,1.0,668.002,491.904,0.9829999804496765,740.165,405.447,0.9490000009536743,,,0.0,770.711,469.39,0.878000020980835,751.022,554.356,1.0,,,0.0
4623,711.835,457.839,1.0,620.882,360.08,1.0,660.129,441.135,1.0,705.41,395.565,1.0,667.985,491.764,0.9860000014305115,740.023,405.494,0.9520000219345093,,,0.0,771.85,473.991,0.8690000176429749,751.003,554.453,1.0,,,0.0
4624,700.522,465.4,1.0,607.083,371.58,1.0,650.794,450.11,1.0,693.121,395.91,1.0,667.983,491.71,0.9810000061988831,724.505,404.372,0.36899998784065247,,,0.0,770.388,468.885,0.9819999933242798,753.201,553.762,1.0,,,0.0
4625,700.43,465.305,1.0,607.255,371.504,1.0,650.685,449.994,1.0,692.756,396.396,1.0,667.959,491.643,0.9729999899864197,724.561,404.453,0.40299999713897705,,,0.0,770.729,468.717,0.9589999914169312,753.286,553.513,1.0,,,0.0
4626,684.378,465.446,0.9990000128746033,577.85,376.688,1.0,632.443,447.197,1.0,674.803,395.895,1.0,676.113,500.192,0.2770000100135803,,,0.0,,,0.0,771.233,459.959,0.8090000152587891,760.253,548.216,1.0,,,0.0
4627,679.107,462.374,0.9990000128746033,573.571,375.005,1.0,626.606,448.066,1.0,658.557,397.354,1.0,,,0.0,700.473,395.282,0.6790000200271606,,,0.0,771.791,460.252,0.7609999775886536,759.397,547.939,1.0,,,0.0
4628,669.993,447.26,0.9950000047683716,572.87,378.086,1.0,619.15,446.264,1.0,651.812,389.207,1.0,,,0.0,,,0.0,,,0.0,,,0.0,762.541,547.984,1.0,,,0.0
4629,659.193,487.966,0.9990000128746033,572.36,377.966,1.0,619.065,446.645,1.0,652.236,388.886,1.0,,,0.0,,,0.0,,,0.0,,,0.0,762.426,548.203,1.0,,,0.0
4630,685.204,448.391,1.0,575.099,379.986,1.0,620.609,448.053,1.0,650.832,395.972,1.0,,,0.0,692.947,394.889,0.9670000076293945,,,0.0,782.139,460.341,0.22300000488758087,767.83,551.995,1.0,,,0.0
4631,688.979,449.095,1.0,574.84,393.098,1.0,621.731,446.587,1.0,648.652,394.641,1.0,652.22,482.893,0.3100000023841858,699.954,403.486,0.8119999766349792,,,0.0,781.935,459.956,0.23199999332427979,771.74,556.871,1.0,,,0.0
4632,689.204,449.846,1.0,574.402,392.523,1.0,621.787,446.64,1.0,649.173,394.41,1.0,652.239,482.899,0.2720000147819519,699.945,403.577,0.8080000281333923,,,0.0,781.914,459.896,0.23600000143051147,771.866,557.093,1.0,,,0.0
4633,690.65,450.383,1.0,560.808,405.168,1.0,616.181,460.496,1.0,635.134,399.611,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4634,669.417,450.599,0.9990000128746033,539.299,405.189,1.0,603.032,462.902,1.0,613.85,398.989,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4635,669.306,450.656,0.9980000257492065,539.438,405.225,1.0,603.272,463.436,1.0,614.105,398.938,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
4636,652.415,444.531,0.9789999723434448,513.062,395.707,1.0,570.418,452.081,1.0,594.582,397.88,1.0,620.039,475.835,0.7820000052452087,677.613,515.496,0.9890000224113464,681.918,517.869,0.6809999942779541,,,0.0,,,0.0,,,0.0
